Family	Genus	Species	Subspecies	Status	Common name	Region
CYPRINIDAE	Carassius	cuvieri		SOC/Watchlist	Japanese Crucian carp	Great Lakes Basin
CYPRINIDAE	Carassius	gibelio		SOC/Watchlist	Prussian carp	Great Lakes Basin
CYPRINIDAE	Chrosomus	eos		N	northern redbelly dace	Great Lakes Basin
CYPRINIDAE	Chrosomus	erythrogaster		N	southern redbelly dace	Great Lakes Basin
CYPRINIDAE	Chrosomus	neogaeus		N	finescale dace	Great Lakes Basin
CYPRINIDAE	Cirrhinus	caudimaculatus		SOC/Watchlist	lesser silver mud carp	Great Lakes Basin
CYPRINIDAE	Cirrhinus	cirrhosus		SOC/Watchlist	mrigal	Great Lakes Basin
CYPRINIDAE	Cirrhinus	fulungee		SOC/Watchlist	deccan white carp	Great Lakes Basin
CYPRINIDAE	Cirrhinus	inornatus		SOC/Watchlist	Cirrhinus inornatus	Great Lakes Basin
CYPRINIDAE	Cirrhinus	jullieni		SOC/Watchlist	Cirrhinus jullieni	Great Lakes Basin
CYPRINIDAE	Cirrhinus	macrops		SOC/Watchlist	hora white carp	Great Lakes Basin
CYPRINIDAE	Cirrhinus	microlepis		SOC/Watchlist	small scale mud carp	Great Lakes Basin
CYPRINIDAE	Cirrhinus	reba		SOC/Watchlist	reba carp	Great Lakes Basin
CYPRINIDAE	Cirrhinus	rubirostris		SOC/Watchlist	Cirrhinus rubirostris	Great Lakes Basin
CYPRINIDAE	Clinostomus	elongatus		N	redside dace	Great Lakes Basin
CYPRINIDAE	Couesius	plumbeus		N	lake chub	Great Lakes Basin
CYPRINIDAE	Ctenopharyngodon	idella		NN	grass carp	Great Lakes Basin
CYPRINIDAE	Cyprinella	analostana		N	satinfin shiner	Great Lakes Basin
CYPRINIDAE	Cyprinella	lutrensis		I	red shiner	Great Lakes Basin
CYPRINIDAE	Cyprinella	spiloptera		N	spotfin shiner	Great Lakes Basin
CYPRINIDAE	Cyprinella	whipplei		I/Watchlist	steelcolor shiner	Great Lakes Basin
CYPRINIDAE	Cyprinus	acutidorsalis		SOC/Watchlist	Chinese carp	Great Lakes Basin
CYPRINIDAE	Cyprinus	barbatus		SOC/Watchlist	Cyprinus barbatus	Great Lakes Basin
CYPRINIDAE	Cyprinus	carpio		I	common carp	Great Lakes Basin
CYPRINIDAE	Cyprinus	carpio	carpio	I	mirror carp	Great Lakes Basin
CYPRINIDAE	Cyprinus	centralus		SOC/Watchlist	Cyprinus centralus	Great Lakes Basin
CYPRINIDAE	Cyprinus	chilia		SOC/Watchlist	Cyprinus chilia	Great Lakes Basin
CYPRINIDAE	Cyprinus	dai		SOC/Watchlist	Cyprinus dai	Great Lakes Basin
CYPRINIDAE	Cyprinus	daliensis		SOC/Watchlist	Cyprinus daliensis	Great Lakes Basin
CYPRINIDAE	Cyprinus	exophthalmus		SOC/Watchlist	Cyprinus exophthalmus	Great Lakes Basin
CYPRINIDAE	Cyprinus	fuxianensis		SOC/Watchlist	Cyprinus fuxianensis	Great Lakes Basin
CYPRINIDAE	Cyprinus	hyperdorsalis		SOC/Watchlist	Cyprinus hyperdorsalis	Great Lakes Basin
CYPRINIDAE	Cyprinus	ilishaestomus		SOC/Watchlist	Cyprinus ilishaestomus	Great Lakes Basin
CYPRINIDAE	Cyprinus	intha		SOC/Watchlist	Cyprinus intha	Great Lakes Basin
CYPRINIDAE	Erimystax	punctata		N	gravel chub	Great Lakes Basin
CYPRINIDAE	Erimyzon	sucetta		N	lake chubsucker	Great Lakes Basin
CYPRINIDAE	Exoglossum	laurae		N	tonguetied minnow	Great Lakes Basin
CYPRINIDAE	Exoglossum	maxillingua		N	cutlip minnow	Great Lakes Basin
CYPRINIDAE	Garra	rufa		NN	red garra	Great Lakes Basin
CYPRINIDAE	Hemiculter	leucisculus		NN	sharpbelly	Great Lakes Basin
CYPRINIDAE	Hybognathus	hankinsoni		N	brassy minnow	Great Lakes Basin
CYPRINIDAE	Hybognathus	nuchalis		NN	silvery minnow	Great Lakes Basin
CYPRINIDAE	Hybognathus	regius		N	eastern silvery minnow	Great Lakes Basin
CYPRINIDAE	Hybopsis	amnis		NN	pallid shiner	Great Lakes Basin
CYPRINIDAE	Hypophthalmichthys	molitrix		SOC/Watchlist	silver carp	Great Lakes Basin
CYPRINIDAE	Hypophthalmichthys	nobilis		SOC/Watchlist	bighead carp	Great Lakes Basin
CYPRINIDAE	Labeo	capensis		NN	Orange River mudfish	Great Lakes Basin
CYPRINIDAE	Leuciscus	idus		NN	ide, orfe	Great Lakes Basin
CYPRINIDAE	Leuciscus	leuciscus		NN	Eurasian dace	Great Lakes Basin
CYPRINIDAE	Luxilus	chrysocephalus		N	striped shiner	Great Lakes Basin
CYPRINIDAE	Luxilus	cornutus		N	common shiner	Great Lakes Basin
CYPRINIDAE	Macrhybopsis	hyostoma		N	shoal chub	Great Lakes Basin
CYPRINIDAE	Macrhybopsis	storeriana		N	silver chub	Great Lakes Basin
CYPRINIDAE	Margariscus	margarita		N	pearl dace	Great Lakes Basin
CYPRINIDAE	Mylopharyngodon	piceus		SOC/Watchlist	black carp	Great Lakes Basin
CYPRINIDAE	Nocomis	biguttatus		N	hornyhead chub	Great Lakes Basin
CYPRINIDAE	Nocomis	micropogon		N	river chub	Great Lakes Basin
CYPRINIDAE	Notemigonus	crysoleucas		N	golden shiner	Great Lakes Basin
CYPRINIDAE	Notropis	amblops		Extinct from Ontario?	bigeye chub	Great Lakes Basin
CYPRINIDAE	Notropis	amoenus		NN	comely shiner	Great Lakes Basin
CYPRINIDAE	Notropis	anogenus		N	pugnose shiner	Great Lakes Basin
CYPRINIDAE	Notropis	atherinoides		N	emerald shiner	Great Lakes Basin
CYPRINIDAE	Notropis	bifrenatus		N	bridle shiner	Great Lakes Basin
CYPRINIDAE	Notropis	blennius		N	river shiner	Great Lakes Basin
CYPRINIDAE	Notropis	boops		N	bigeye shiner	Great Lakes Basin
CYPRINIDAE	Notropis	buccatus		N	silverjaw minnow	Great Lakes Basin
CYPRINIDAE	Notropis	buchanani		I	ghost shiner	Great Lakes Basin
CYPRINIDAE	Notropis	chalybaeus		N	ironcolor shiner	Great Lakes Basin
CYPRINIDAE	Notropis	dorsalis		N	bigmouth shiner	Great Lakes Basin
CYPRINIDAE	Notropis	girardi		NN	Arkansas River shiner	Great Lakes Basin
CYPRINIDAE	Notropis	heterodon		N	blackchin shiner	Great Lakes Basin
CYPRINIDAE	Notropis	heterolepis		N	blacknose shiner	Great Lakes Basin
CYPRINIDAE	Notropis	hudsonius		N	spottail shiner	Great Lakes Basin
CYPRINIDAE	Notropis	ozarcanus		NN	Ozark shiner	Great Lakes Basin
CYPRINIDAE	Notropis	photogenis		N	silver shiner	Great Lakes Basin
CYPRINIDAE	Notropis	procne		N	swallowtail shiner	Great Lakes Basin
CYPRINIDAE	Notropis	rubellus		N	rosyface shiner	Great Lakes Basin
CYPRINIDAE	Notropis	scepticus		NN	sandbar shiner	Great Lakes Basin
CYPRINIDAE	Notropis	stramineus		N	sand shiner	Great Lakes Basin
CYPRINIDAE	Notropis	texanus		NN	weed shiner	Great Lakes Basin
CYPRINIDAE	Notropis	umbratilis		N	redfin shiner	Great Lakes Basin
CYPRINIDAE	Notropis	volucellus		N	mimic shiner	Great Lakes Basin
CYPRINIDAE	Notropis	wickliffi		N?	channel shiner	Great Lakes Basin
CYPRINIDAE	Opsopoeodus	emiliae		N	pugnose minnow	Great Lakes Basin
CYPRINIDAE	Phenacobius	mirabilis		R/I	suckermouth minnow	Great Lakes Basin
CYPRINIDAE	Phoxinus	phoxinus		Watchlist	Eurasian minnow	Great Lakes Basin
CYPRINIDAE	Pimephales	notatus		N	bluntnose minnow	Great Lakes Basin
CYPRINIDAE	Pimephales	promelas		N	fathead minnow	Great Lakes Basin
CYPRINIDAE	Pimephales	vigilax		NN	Bullhead minnow	Great Lakes Basin
CYPRINIDAE	Pseudorasbora	parva		SOC/Watchlist	stone moroko	Great Lakes Basin
CYPRINIDAE	Rhinichthys	atratulus		N	blacknose dace	Great Lakes Basin
CYPRINIDAE	Rhinichthys	cataractae		N	longnose dace	Great Lakes Basin
CYPRINIDAE	Rhinichthys	obtusus		N	western blacknose dace	Great Lakes Basin
CYPRINIDAE	Rhodeus	ocellatus		SOC/Watchlist	rose bitterling	Great Lakes Basin
CYPRINIDAE	Rhodeus	sericeus		SOC/Watchlist	bitterling	Great Lakes Basin
CYPRINIDAE	Rutilus	rutilus		I	roach	Great Lakes Basin
CYPRINIDAE	Scardinius	erythrophthalmus		I	rudd	Great Lakes Basin
CYPRINIDAE	Semotilus	atromaculatus		N	creek chub	Great Lakes Basin
CYPRINIDAE	Semotilus	corporalis		N	fallfish	Great Lakes Basin
CYPRINIDAE	Squalius	cephalus		NN	European chub	Great Lakes Basin
CYPRINIDAE	Tinca	tinca		SOC/Watchlist	tench	Great Lakes Basin
ESOCIDAE	Esox	americanus	americanus	N	redfin pickerel	Great Lakes Basin
ESOCIDAE	Esox	americanus	vermiculatus	N	grass pickerel	Great Lakes Basin
ESOCIDAE	Esox	lucius		N	northern pike	Great Lakes Basin
ESOCIDAE	Esox	masquinongy		N	muskellunge	Great Lakes Basin
ESOCIDAE	Esox	masquinongy	ohioensis	N	muskellunge, Ohio drainages	Great Lakes Basin
ESOCIDAE	Esox	niger		I	chain pickerel	Great Lakes Basin
FUNDULIDAE	Fundulus	diaphanus		N	banded killifish	Great Lakes Basin
FUNDULIDAE	Fundulus	dispar		N	starhead topminnow	Great Lakes Basin
FUNDULIDAE	Fundulus	notatus		N?	blackstripe topminnow	Great Lakes Basin
GADIDAE	Lota	lota		N	burbot	Great Lakes Basin
GASTEROSTEIDAE	Apeltes	quadracus		I	fourspine stickleback	Great Lakes Basin
GASTEROSTEIDAE	Culaea	inconstans		N	brook stickleback	Great Lakes Basin
GASTEROSTEIDAE	Gasterosteus	aculeatus		I	threespine stickleback	Great Lakes Basin
GASTEROSTEIDAE	Pungitius	pungitius		N	ninespine stickleback	Great Lakes Basin
GOBIIDAE	Acanthogobius	flavimanus		SOC/Watchlist	yellowfin goby	Great Lakes Basin
GOBIIDAE	Babka	gymnotrachelus		SOC/Watchlist	racer goby	Great Lakes Basin
GOBIIDAE	Benthophilus	stellatus		SOC/Watchlist	starry goby	Great Lakes Basin
GOBIIDAE	Knipowitschia	caucasica		SOC/Watchlist	Caucasian dwarf goby	Great Lakes Basin
GOBIIDAE	Neogobius	fluviatilis		SOC/Watchlist	monkey goby	Great Lakes Basin
GOBIIDAE	Neogobius	melanostomus		I	round goby	Great Lakes Basin
GOBIIDAE	Neogobius	pallasi		SOC/Watchlist	Caspian monkey goby	Great Lakes Basin
GOBIIDAE	Proterorhinus	marmoratus		I	tubenose goby	Great Lakes Basin
GOBIIDAE	Proterorhinus	semilunaris		SOC/Watchlist	Western tubenose goby	Great Lakes Basin
GOBIIDAE	Tridentiger	trigonocephalus		SOC/Watchlist	chameleon goby	Great Lakes Basin
HIODONTIDAE	Hiodon	alosoides		??	goldeye	Great Lakes Basin
HIODONTIDAE	Hiodon	tergisus		N	mooneye	Great Lakes Basin
ICTALURIDAE	Ameiurus	catus		SOC/Watchlist	white catfish	Great Lakes Basin
ICTALURIDAE	Ameiurus	melas		N	black bullhead	Great Lakes Basin
ICTALURIDAE	Ameiurus	natalis		N	yellow bullhead	Great Lakes Basin
ICTALURIDAE	Ameiurus	nebulosus		N	brown bullhead	Great Lakes Basin
ICTALURIDAE	Ictalurus	furcatus		NN/Watchlist	blue catfish	Great Lakes Basin
ICTALURIDAE	Ictalurus	punctatus		N	channel catfish	Great Lakes Basin
ICTALURIDAE	Noturus	exilis		N	slender madtom	Great Lakes Basin
ICTALURIDAE	Noturus	flavus		N	stonecat	Great Lakes Basin
ICTALURIDAE	Noturus	gyrinus		N	tadpole madtom	Great Lakes Basin
ICTALURIDAE	Noturus	insignis		NN	margined madtom	Great Lakes Basin
ICTALURIDAE	Noturus	miurus		N	brindled madtom	Great Lakes Basin
ICTALURIDAE	Noturus	stigmosus		N	northern madtom	Great Lakes Basin
ICTALURIDAE	Pylodictis	olivaris		N?	flathead catfish	Great Lakes Basin
LATIDAE	Lates	calcarifer		SOC/Watchlist	barramundi	Great Lakes Basin
LATIDAE	Lates	niloticus		SOC/Watchlist	Nile perch	Great Lakes Basin
LEPISOSTEIDAE	Lepisosteus	oculatus		N	spotted gar	Great Lakes Basin
LEPISOSTEIDAE	Lepisosteus	osseus		N	longnose gar	Great Lakes Basin
LEPISOSTEIDAE	Lepisosteus	platostomus		I	shortnose gar	Great Lakes Basin
LORICARIIDAE	Hypostomus	plecostomus		SOC/Watchlist	suckermouth catfish	Great Lakes Basin
LORICARIIDAE	Pterygoplichthys	disjunctivus		SOC/Watchlist	vermiculated sailfin catfish	Great Lakes Basin
LORICARIIDAE	Pterygoplichthys	multiradiatus		SOC/Watchlist	Orinoco sailfin catfish	Great Lakes Basin
LORICARIIDAE	Pterygoplichthys	pardalis		SOC/Watchlist	Amazon sailfin catfish	Great Lakes Basin
MORONIDAE	Morone	americana		I	white perch	Great Lakes Basin
MORONIDAE	Morone	chrysops		N	white bass	Great Lakes Basin
MORONIDAE	Morone	mississippiensis		R/I?	yellow bass	Great Lakes Basin
MORONIDAE	Morone	saxatilis		R/I?	striped bass	Great Lakes Basin
NOTOPTERIDAE	Chitala	ornata		NN	clown knifefish	Great Lakes Basin
ODONTOBUTIDAE	Perccottus	glenii		SOC/Watchlist	Amur sleeper	Great Lakes Basin
OSMERIDAE	Hypomesus	nipponensis		SOC/Watchlist	wakasagi	Great Lakes Basin
OSMERIDAE	Osmerus	eperlanus		NN	smelt	Great Lakes Basin
OSMERIDAE	Osmerus	mordax		I	rainbow smelt	Great Lakes Basin
OSPHRONEMIDAE	Betta	splendens		SOC/Watchlist	Siamese fighting fish	Great Lakes Basin
PERCIDAE	*Stizostedion	vitreum	glaucum	Extinct	blue pike	Great Lakes Basin
PERCIDAE	Ammocrypta	clara		NN	western sand darter	Great Lakes Basin
PERCIDAE	Ammocrypta	pellucida		N	eastern sand darter	Great Lakes Basin
PERCIDAE	Crystallaria	asprella		N	crystal darter	Great Lakes Basin
PERCIDAE	Etheostoma	asprigene		N	mud darter	Great Lakes Basin
PERCIDAE	Etheostoma	blennioides		N	greenside darter	Great Lakes Basin
PERCIDAE	Etheostoma	caeruleum		N	rainbow darter	Great Lakes Basin
PERCIDAE	Etheostoma	chlorosoma		Extinct from Michigan	bluntnosed darter	Great Lakes Basin
PERCIDAE	Etheostoma	exile		N	Iowa darter	Great Lakes Basin
PERCIDAE	Etheostoma	flabellare		N	fantail darter	Great Lakes Basin
PERCIDAE	Etheostoma	microperca		N	least darter	Great Lakes Basin
PERCIDAE	Etheostoma	nigrum		N	johnny darter	Great Lakes Basin
PERCIDAE	Etheostoma	olmstedi		N	tessellated darter	Great Lakes Basin
PERCIDAE	Etheostoma	spectabile		N	orangethroat darter	Great Lakes Basin
PERCIDAE	Etheostoma	zonale		N	banded darter	Great Lakes Basin
PERCIDAE	Gymnocephalus	cernuus		I	ruffe	Great Lakes Basin
PERCIDAE	Perca	flavescens		N	yellow perch	Great Lakes Basin
PERCIDAE	Perca	fluviatilis		SOC/Watchlist	European perch	Great Lakes Basin
PERCIDAE	Percina	caprodes		N	logperch	Great Lakes Basin
PERCIDAE	Percina	copelandi		N	channel darter	Great Lakes Basin
PERCIDAE	Percina	evides		N	gilt darter	Great Lakes Basin
PERCIDAE	Percina	maculata		N	blackside darter	Great Lakes Basin
PERCIDAE	Percina	phoxocephala		N	slenderhead darter	Great Lakes Basin
PERCIDAE	Percina	shumardi		N?	river darter	Great Lakes Basin
PERCIDAE	Sander	canadensis		I	sauger	Great Lakes Basin
PERCIDAE	Sander	lucioperca		SOC/Watchlist	zander	Great Lakes Basin
PERCIDAE	Sander	vitreus		N	walleye	Great Lakes Basin
PERCOPSIDAE	Percopsis	omiscomaycus		N	trout-perch	Great Lakes Basin
PETROMYZONTIDAE	Ichthyomyzon	castaneus		N	chestnut lamprey	Great Lakes Basin
PETROMYZONTIDAE	Ichthyomyzon	fossor		N	northern brook lamprey	Great Lakes Basin
PETROMYZONTIDAE	Ichthyomyzon	unicuspis		N	silver lamprey	Great Lakes Basin
PETROMYZONTIDAE	Lampetra	appendix		N	American brook lamprey	Great Lakes Basin
PETROMYZONTIDAE	Petromyzon	marinus		SOC/I	sea lamprey	Great Lakes Basin
PLEURONECTIDAE	Platichthys	flesus		SOC/Watchlist	European flounder	Great Lakes Basin
POECILIIDAE	Gambusia	affinis		R/I?	Western mosquitofish	Great Lakes Basin
POECILIIDAE	Gambusia	holbrooki		NN	Eastern mosquitofish	Great Lakes Basin
POECILIIDAE	Poecilia	reticulata		SOC/Watchlist	guppy	Great Lakes Basin
POLYODONTIDAE	Polyodon	spathula		N	paddlefish	Great Lakes Basin
SALMONIDAE	*Coregonus	johannae		Extinct	deepwater cisco	Great Lakes Basin
SALMONIDAE	*Coregonus	nigripinnis		Extinct	blackfin cisco	Great Lakes Basin
SALMONIDAE	*Coregonus	reighardi		Extinct	shortnose cisco	Great Lakes Basin
SALMONIDAE	Coregonus	albula		SOC/Watchlist	vendace	Great Lakes Basin
SALMONIDAE	Coregonus	artedi		N	lake herring	Great Lakes Basin
SALMONIDAE	Coregonus	clupeaformis		N	lake whitefish	Great Lakes Basin
SALMONIDAE	Coregonus	hoyi		N	bloater	Great Lakes Basin
SALMONIDAE	Coregonus	kiyi		N	kiyi	Great Lakes Basin
SALMONIDAE	Coregonus	lavaretus		SOC/Watchlist	powan	Great Lakes Basin
SALMONIDAE	Coregonus	maraena		R/I?	Maraena whitefish	Great Lakes Basin
SALMONIDAE	Coregonus	peled		SOC/Watchlist	Northern whitefish	Great Lakes Basin
SALMONIDAE	Coregonus	zenithicus		N	shortjaw cisco	Great Lakes Basin
SALMONIDAE	Oncorhynchus	clarkii		NN	cutthroat trout	Great Lakes Basin
SALMONIDAE	Oncorhynchus	gorbuscha		I	pink salmon	Great Lakes Basin
SALMONIDAE	Oncorhynchus	keta		NN	chum salmon	Great Lakes Basin
SALMONIDAE	Oncorhynchus	kisutch		I	coho salmon	Great Lakes Basin
SALMONIDAE	Oncorhynchus	masou		NN	cherry salmon	Great Lakes Basin
SALMONIDAE	Oncorhynchus	mykiss		I	rainbow trout	Great Lakes Basin
SALMONIDAE	Oncorhynchus	mykiss	irideus	I	coastal rainbow trout	Great Lakes Basin
SALMONIDAE	Oncorhynchus	nerka		NN	kokanee salmon	Great Lakes Basin
SALMONIDAE	Oncorhynchus	tshawytscha		I	chinook salmon	Great Lakes Basin
SALMONIDAE	Prosopium	coulterii		N	pygmy whitefish	Great Lakes Basin
SALMONIDAE	Prosopium	cylindraceum		N	round whitefish	Great Lakes Basin
SALMONIDAE	Prosopium	williamsoni		NN	mountain whitefish	Great Lakes Basin
SALMONIDAE	Salmo	letnica		NN	Ohrid trout	Great Lakes Basin
SALMONIDAE	Salmo	salar		I	Atlantic salmon landlocked & anadromous	Great Lakes Basin
SALMONIDAE	Salmo	salar		P?	Atlantic salmon original genetic stock	Great Lakes Basin
SALMONIDAE	Salmo	trutta		I	brown trout	Great Lakes Basin
SALMONIDAE	Salvelinus	alpinus		NN	Arctic char	Great Lakes Basin
SALMONIDAE	Salvelinus	fontinalis		N	brook trout	Great Lakes Basin
SALMONIDAE	Salvelinus	namaycush		N	lake trout original genetic stocks	Great Lakes Basin
SALMONIDAE	Salvelinus	namaycush		N	lake trout	Great Lakes Basin
SALMONIDAE	Salvelinus	namaycush	siscowet	N	siscowet lake trout	Great Lakes Basin
SALMONIDAE	Thymallus	arcticus		R/I?	Arctic grayling	Great Lakes Basin
SCIAENIDAE	Aplodinotus	grunniens		N	freshwater drum	Great Lakes Basin
SCORPAENIDAE	Pterois	miles		SOC/Watchlist	devil firefish	Great Lakes Basin
SCORPAENIDAE	Pterois	volitans		SOC/Watchlist	red lion fish	Great Lakes Basin
SERRASALMIDAE	Piaractus	brachypomus		SOC/Watchlist	pirapatinga, red-bellied pacu	Great Lakes Basin
SILURIDAE	Silurus	glanis		SOC/Watchlist	Wels catfish	Great Lakes Basin
SYNBRANCHIDAE	Monopterus	albus		SOC/Watchlist	Asian swamp eel	Great Lakes Basin
SYNGNATHIDAE	Syngnathus	abaster		SOC/Watchlist	shortsnouted pipefish	Great Lakes Basin
UMBRIDAE	Umbra	limi		N	central mudminnow	Great Lakes Basin
