Family	Genus	Species	Subspecies	Status	Common name	Region
Cyprinidae	Notropis	albizonatus		native	Palezone shiner	North America
Cyprinidae	Notropis	alborus		native	Whitemouth shiner	North America
Cyprinidae	Notropis	altipinnis		native	Highfin shiner	North America
Cyprinidae	Notropis	amabilis		native	Texas shiner	North America
Cyprinidae	Notropis	amecae				North America
Cyprinidae	Notropis	ammophilus		native	Orangefin shiner	North America
Cyprinidae	Notropis	amoenus		native	Comely shiner	North America
Cyprinidae	Notropis	anogenus		native	Pugnose shiner	North America
Cyprinidae	Notropis	ariommus		native	Popeye shiner	North America
Cyprinidae	Notropis	asperifrons		native	Burrhead shiner	North America
Cyprinidae	Notropis	atherinoides	acutus			North America
Cyprinidae	Notropis	atherinoides		native	Emerald shiner	North America
Cyprinidae	Notropis	atrocaudalis		native	Blackspot shiner	North America
Cyprinidae	Notropis	aulidion				North America
Cyprinidae	Notropis	baileyi		native	Rough shiner	North America
Cyprinidae	Notropis	bairdi		native	Red River shiner	North America
Cyprinidae	Notropis	bifrenatus		native	Bridle shiner	North America
Cyprinidae	Notropis	blennius		native	River shiner	North America
Cyprinidae	Notropis	boops		native	Bigeye shiner	North America
Cyprinidae	Notropis	boucardi				North America
Cyprinidae	Notropis	braytoni		native	Tamaulipas shiner	North America
Cyprinidae	Notropis	buccatus		native	Silverjaw minnow	North America
Cyprinidae	Notropis	buccula		native	Smalleye shiner	North America
Cyprinidae	Notropis	buchanani		native	Ghost shiner	North America
Cyprinidae	Notropis	cahabae		endemic	Cahaba shiner	North America
Cyprinidae	Notropis	candidus		endemic	Silverside shiner	North America
Cyprinidae	Notropis	chalybaeus		endemic	Ironcolor shiner	North America
Cyprinidae	Notropis	chalybeus				North America
Cyprinidae	Notropis	chihuahua		native	Chihuahua shiner	North America
Cyprinidae	Notropis	chiliticus		native	Redlip shiner	North America
Cyprinidae	Notropis	chlorocephalus		endemic	Greenhead shiner	North America
Cyprinidae	Notropis	chrosomus		native	Rainbow shiner	North America
Cyprinidae	Notropis	cumingii				North America
Cyprinidae	Notropis	cummingsae		native	Dusky shiner	North America
Cyprinidae	Notropis	dorsalis		native	Bigmouth shiner	North America
Cyprinidae	Notropis	edwardraneyi		endemic	Fluvial shiner	North America
Cyprinidae	Notropis	girardi		native	Arkansas River shiner	North America
Cyprinidae	Notropis	greenei		native	Wedgespot shiner	North America
Cyprinidae	Notropis	harperi		native	Redeye chub	North America
Cyprinidae	Notropis	heterodon		native	Blackchin shiner	North America
Cyprinidae	Notropis	heterolepis		native	Blacknose shiner	North America
Cyprinidae	Notropis	hudsonius		native	Spottail shiner	North America
Cyprinidae	Notropis	hypsilepis		native	Highscale shiner	North America
Cyprinidae	Notropis	jemezanus		native	Rio Grande shiner	North America
Cyprinidae	Notropis	leuciodus		native	Tennessee shiner	North America
Cyprinidae	Notropis	longirostris		native	Longnose shiner	North America
Cyprinidae	Notropis	lutipinnis		native	Yellowfin shiner	North America
Cyprinidae	Notropis	maculatus		native	Taillight shiner	North America
Cyprinidae	Notropis	mekistocholas		native	Cape Fear shiner	North America
Cyprinidae	Notropis	melanostomus		endemic	Blackmouth shiner	North America
Cyprinidae	Notropis	micropteryx		native	Highland shiner	North America
Cyprinidae	Notropis	moralesi				North America
Cyprinidae	Notropis	nubilus		native	Ozark minnow	North America
Cyprinidae	Notropis	orca		endemic	Phantom shiner	North America
Cyprinidae	Notropis	ortenburgeri		native	Kiamichi shiner	North America
Cyprinidae	Notropis	oxyrhynchus		native	Sharpnose shiner	North America
Cyprinidae	Notropis	ozarcanus		native	Ozark shiner	North America
Cyprinidae	Notropis	percobromus		native	Carmine shiner	North America
Cyprinidae	Notropis	perpallidus		native	Peppered shiner	North America
Cyprinidae	Notropis	petersoni		native	Coastal shiner	North America
Cyprinidae	Notropis	photogenis		native	Silver shiner	North America
Cyprinidae	Notropis	potteri		native	Chub shiner	North America
Cyprinidae	Notropis	procne		native	Swallowtail shiner	North America
Cyprinidae	Notropis	rafinesquei		native	Yazoo shiner	North America
Cyprinidae	Notropis	rubellus		native	Rosyface shiner	North America
Cyprinidae	Notropis	rubricroceus		native	Saffron shiner	North America
Cyprinidae	Notropis	rupestris		endemic	Bedrock shiner	North America
Cyprinidae	Notropis	sabinae		native	Sabine shiner	North America
Cyprinidae	Notropis	saladonis				North America
Cyprinidae	Notropis	scabriceps		native	New River shiner	North America
Cyprinidae	Notropis	scepticus		native	Sandbar shiner	North America
Cyprinidae	Notropis	semperasper		native	Roughhead shiner	North America
Cyprinidae	Notropis	shumardi		native	Silverband shiner	North America
Cyprinidae	Notropis	simus	pecosensis			North America
Cyprinidae	Notropis	simus	simus			North America
Cyprinidae	Notropis	simus		native	Bluntnose shiner	North America
Cyprinidae	Notropis	spectrunculus		native	Mirror shiner	North America
Cyprinidae	Notropis	stilbius		native	Silverstripe shiner	North America
Cyprinidae	Notropis	stramineus		native	Sand shiner	North America
Cyprinidae	Notropis	suttkusi		endemic	Rocky shiner	North America
Cyprinidae	Notropis	telescopus		native	Telescope shiner	North America
Cyprinidae	Notropis	texanus		native	Weed shiner	North America
Cyprinidae	Notropis	topeka		native	Topeka shiner	North America
Cyprinidae	Notropis	uranoscopus		native	Skygazer shiner	North America
Cyprinidae	Notropis	volucellus		native	Mimic shiner	North America
Cyprinidae	Notropis	wickliffi		native	Channel shiner	North America
Cyprinidae	Notropis	xaenocephalus		native	Coosa shiner	North America
Cyprinidae	Opsopoeodus	emiliae	emiliae			North America
Cyprinidae	Opsopoeodus	emiliae		native	Pugnose minnow	North America
Cyprinidae	Oregonichthys	crameri		native	Oregon chub	North America
Cyprinidae	Oregonichthys	kalawatseti		native	Umpquachub	North America
Cyprinidae	Orthodon	microlepidotus		native	Sacramento blackfish	North America
Cyprinidae	Pararhinichthys	bowersi		native	Cheat minnow	North America
Cyprinidae	Pethia	gelius		introduced	Golden barb	North America
Cyprinidae	Phenacobius	catostomus		endemic	Riffle minnow	North America
Cyprinidae	Phenacobius	crassilabrum		endemic	Fatlips minnow	North America
Cyprinidae	Phenacobius	mirabilis		endemic	Suckermouth minnow	North America
Cyprinidae	Phenacobius	teretulus		endemic	Kanawha minnow	North America
Cyprinidae	Phenacobius	uranops		endemic	Stargazing minnow	North America
Cyprinidae	Pimephales	notatus		native	Bluntnose minnow	North America
Cyprinidae	Pimephales	promelas		native	Fathead minnow	North America
Cyprinidae	Pimephales	tenellus		native	Slim minnow	North America
Cyprinidae	Pimephales	vigilax		native	Bullhead minnow	North America
Cyprinidae	Plagopterus	argentissimus		endemic	Woundfin	North America
Cyprinidae	Platygobio	gracilis		native	Flathead chub	North America
Cyprinidae	Pogonichthys	ciscoides		endemic	Clear Lake splittail	North America
Cyprinidae	Pogonichthys	macrolepidotus		native	Splittail	North America
Cyprinidae	Pteronotropis	euryzonus		endemic	Broadstripe shiner	North America
Cyprinidae	Pteronotropis	grandipinnis		native	Apalachee shiner	North America
Cyprinidae	Pteronotropis	hubbsi		endemic	Bluehead shiner	North America
Cyprinidae	Pteronotropis	hypselopterus		endemic	Sailfin shiner	North America
Cyprinidae	Pteronotropis	merlini		endemic	Orangetail shiner	North America
Cyprinidae	Pteronotropis	metallicus		native	Metallic shiner	North America
Cyprinidae	Pteronotropis	signipinnis		endemic	Flagfin shiner	North America
Cyprinidae	Pteronotropis	stonei		endemic	Lowland shiner	North America
Cyprinidae	Pteronotropis	welaka		endemic	Bluenose shiner	North America
Cyprinidae	Ptychocheilus	grandis		native	Sacramento pikeminnow	North America
Cyprinidae	Ptychocheilus	lucius		native	Colorado pikeminnow	North America
Cyprinidae	Ptychocheilus	oregonensis		native	Northern pikeminnow	North America
Cyprinidae	Ptychocheilus	umpquae		native	Umpqua pikeminnow	North America
Cyprinidae	Relictus	solitarius		native	Relict dace	North America
Cyprinidae	Rhinichthys	atratulus		native	Blacknose dace	North America
Cyprinidae	Rhinichthys	cataractae	cataractae			North America
Cyprinidae	Rhinichthys	cataractae	smithi			North America
Cyprinidae	Rhinichthys	cataractae		native	Longnose dace	North America
Cyprinidae	Rhinichthys	cobitis		native	Loach minnow	North America
Cyprinidae	Rhinichthys	deaconi		endemic	Las Vegas Dace	North America
Cyprinidae	Rhinichthys	evermanni		endemic	Umpqua dace	North America
Cyprinidae	Rhinichthys	falcatus		native	Leopard dace	North America
Cyprinidae	Rhinichthys	obtusus		native	Western blacknose dace	North America
Cyprinidae	Rhinichthys	osculus	lariversi			North America
Cyprinidae	Rhinichthys	osculus	lethoporus			North America
Cyprinidae	Rhinichthys	osculus	moapae			North America
Cyprinidae	Rhinichthys	osculus	nevadensis			North America
Cyprinidae	Rhinichthys	osculus	oligoporus			North America
Cyprinidae	Rhinichthys	osculus	osculus			North America
Cyprinidae	Rhinichthys	osculus	reliquus			North America
Cyprinidae	Rhinichthys	osculus	thermalis			North America
Cyprinidae	Rhinichthys	osculus	velifer			North America
Cyprinidae	Rhinichthys	osculus		native	Speckled dace	North America
Cyprinidae	Rhinichthys	umatilla		native	Umatilla dace	North America
Cyprinidae	Rhodeus	sericeus		introduced	Bitterling	North America
Cyprinidae	Richardsonius	balteatus	hydrophlox			North America
Cyprinidae	Richardsonius	balteatus		native	Redside shiner	North America
Cyprinidae	Richardsonius	egregius		native	Lahontan redside	North America
Cyprinidae	Scardinius	erythrophthalmus		introduced	Rudd	North America
Cyprinidae	Semotilus	atromaculatus		native	Creek chub	North America
Cyprinidae	Semotilus	corporalis		native	Fallfish	North America
Cyprinidae	Semotilus	lumbee		endemic	Sandhills chub	North America
Cyprinidae	Semotilus	thoreauianus		native	Dixie chub	North America
Cyprinidae	Siphateles	alvordensis		native	Alvord chub	North America
Cyprinidae	Siphateles	bicolor	euchila			North America
Cyprinidae	Siphateles	bicolor	eurysoma			North America
Cyprinidae	Siphateles	bicolor	isolata			North America
Cyprinidae	Siphateles	bicolor	mohavensis			North America
Cyprinidae	Siphateles	bicolor	newarkensis			North America
Cyprinidae	Siphateles	bicolor	pectinifer			North America
Cyprinidae	Siphateles	bicolor	snyderi			North America
Cyprinidae	Siphateles	bicolor	thalassina			North America
Cyprinidae	Siphateles	bicolor	vaccaceps			North America
Cyprinidae	Siphateles	bicolor		native	Tui chub	North America
Cyprinidae	Siphateles	boraxobius		endemic	Borax Lake chub	North America
Cyprinidae	Stypodon	signifer				North America
Cyprinidae	Tinca	tinca		introduced	Tench	North America
Cyprinodontidae	Cualac	tesselatus				North America
Cyprinodontidae	Cyprindon	eremus				North America
Cyprinodontidae	Cyprinodon	alvarezi				North America
Cyprinodontidae	Cyprinodon	arcuatus		endemic	Santa Cruz pupfish	North America
Cyprinodontidae	Cyprinodon	atrorus				North America
Cyprinodontidae	Cyprinodon	bifasciatus				North America
Cyprinodontidae	Cyprinodon	bobmilleri				North America
Cyprinodontidae	Cyprinodon	bovinus		endemic	Leon Springs pupfish	North America
Cyprinodontidae	Cyprinodon	ceciliae				North America
Cyprinodontidae	Cyprinodon	diabolis		endemic	Devils Hole pupfish	North America
Cyprinodontidae	Cyprinodon	elegans		endemic	Comanche Springs pupfish	North America
Cyprinodontidae	Cyprinodon	eremus		native	Sonoyta pupfish	North America
Cyprinodontidae	Cyprinodon	eximius		native	Conchos pupfish	North America
Cyprinodontidae	Cyprinodon	fontinalis				North America
Cyprinodontidae	Cyprinodon	hubbsi		native	Lake Eustis minnow	North America
Cyprinodontidae	Cyprinodon	inmemoriam				North America
Cyprinodontidae	Cyprinodon	latifasciatus				North America
Cyprinodontidae	Cyprinodon	longidorsalis				North America
Cyprinodontidae	Cyprinodon	macrolepis				North America
Cyprinodontidae	Cyprinodon	macularius		native	Desert pupfish	North America
Cyprinodontidae	Cyprinodon	meeki				North America
Cyprinodontidae	Cyprinodon	nazas				North America
Cyprinodontidae	Cyprinodon	nevadensis	armagosae			North America
Cyprinodontidae	Cyprinodon	nevadensis	calidae			North America
Cyprinodontidae	Cyprinodon	nevadensis	mionectes			North America
Cyprinodontidae	Cyprinodon	nevadensis	nevadensis			North America
Cyprinodontidae	Cyprinodon	nevadensis	pectoralis			North America
Cyprinodontidae	Cyprinodon	nevadensis	shoshone			North America
Cyprinodontidae	Cyprinodon	nevadensis		endemic	Amargosa pupfish	North America
Cyprinodontidae	Cyprinodon	pachycephalus				North America
Cyprinodontidae	Cyprinodon	pecosensis		endemic	Pecos pupfish	North America
Cyprinodontidae	Cyprinodon	radiosus		endemic	Owens pupfish	North America
Cyprinodontidae	Cyprinodon	riverendi		native		North America
Cyprinodontidae	Cyprinodon	rubrofluviatilis		endemic	Red River pupfish	North America
Cyprinodontidae	Cyprinodon	salinus	milleri			North America
Cyprinodontidae	Cyprinodon	salinus	salinus			North America
Cyprinodontidae	Cyprinodon	salinus		endemic	Salt Creek pupfish	North America
Cyprinodontidae	Cyprinodon	tularosa		endemic	White Sands pupfish	North America
Cyprinodontidae	Cyprinodon	variegatus	hubbsi			North America
Cyprinodontidae	Cyprinodon	variegatus		native	Sheepshead minnow	North America
Cyprinodontidae	Cyprinodon	veronicae				North America
Cyprinodontidae	Jordanella	floridae		endemic	Flagfish	North America
Cyprinodontidae	Megupsilon	aporus				North America
Dasyatidae	Dasyatis	sabina				North America
Dasyatidae	Hypanus	sabinus		native	Atlantic stingray	North America
Elassomatidae	Elassoma	alabamae		endemic	Spring pygmy sunfish	North America
Elassomatidae	Elassoma	boehklei				North America
Elassomatidae	Elassoma	boehlkei		endemic	Carolina pygmy sunfish	North America
Elassomatidae	Elassoma	evergladei		endemic	Everglades pygmy sunfish	North America
Elassomatidae	Elassoma	gilberti		native	Pygmy sunfish	North America
Elassomatidae	Elassoma	okatie		endemic	Bluebarred pygmy sunfish	North America
Elassomatidae	Elassoma	okefenokee		endemic	Okefenokee pygmy sunfish	North America
Elassomatidae	Elassoma	zonatum		endemic	Banded pygmy sunfish	North America
Eleotridae	Dormitator	latifrons		native	Pacific fat sleeper	North America
Eleotridae	Dormitator	maculatus		native	Fat sleeper	North America
Eleotridae	Eleotris	amblyopsis		native	Large-scaled spinycheek sleeper	North America
Eleotridae	Eleotris	picta		native	Spotted sleeper	North America
Eleotridae	Eleotris	pisonis		native	Spinycheek sleeper	North America
Eleotridae	Eleotris	sandwicensis		native	Sandwich Island sleeper	North America
Eleotridae	Gobiomorus	dormitor		native	Bigmouth sleeper	North America
Elopidae	Elops	saurus		native	Ladyfish	North America
Embiotocidae	Cymatogaster	aggregata		native	Shiner perch	North America
Embiotocidae	Hysterocarpus	traskii	pomo			North America
Embiotocidae	Hysterocarpus	traskii		endemic	Russian river tule perch	North America
Esocidae	Esox	americanus	americanus			North America
Esocidae	Esox	americanus	vermiculatus			North America
Esocidae	Esox	americanus		native	Redfin pickerel	North America
Esocidae	Esox	lucius		native	Northern pike	North America
Esocidae	Esox	masquinongy		native	Muskellunge	North America
Esocidae	Esox	niger		native	Chain pickerel	North America
Fundulidae	Fundulus	albolineatus				North America
Fundulidae	Fundulus	bifax		endemic	Stippled studfish	North America
Fundulidae	Fundulus	blairae		native	Western starhead topminnow	North America
Fundulidae	Fundulus	catenatus		endemic	Northern studfish	North America
Fundulidae	Fundulus	chrysotus		endemic	Golden topminnow	North America
Fundulidae	Fundulus	cingulatus		endemic	Banded topminnow	North America
Fundulidae	Fundulus	confluentus		native	Marsh killifish	North America
Fundulidae	Fundulus	diaphanus	diaphanus			North America
Fundulidae	Fundulus	diaphanus	menona			North America
Fundulidae	Fundulus	diaphanus		native	Banded killifish	North America
Fundulidae	Fundulus	dispar		endemic	Starhead topminnow	North America
Fundulidae	Fundulus	escambiae		endemic	Russetfin topminnow	North America
Fundulidae	Fundulus	euryzonus		endemic	Broadstripe topminnow	North America
Fundulidae	Fundulus	grandis		native	Gulf killifish	North America
Fundulidae	Fundulus	heteroclitus		native	Mummichog	North America
Fundulidae	Fundulus	julisia		endemic	Barrens topminnow	North America
Fundulidae	Fundulus	kansae		native	Northern plains killifish	North America
Fundulidae	Fundulus	lima				North America
Fundulidae	Fundulus	lineolatus		endemic	Lined topminnow	North America
Fundulidae	Fundulus	notatus		native	Blackstripe topminnow	North America
Fundulidae	Fundulus	nottii		endemic	Bayou topminnow	North America
Fundulidae	Fundulus	olivaceus		endemic	Blackspotted topminnow	North America
Fundulidae	Fundulus	rathbuni		endemic	Speckled killifish	North America
Fundulidae	Fundulus	rubrifrons		native	Redface topminnow	North America
Fundulidae	Fundulus	saguanus		native		North America
Fundulidae	Fundulus	sciadicus		endemic	Plains topminnow	North America
Fundulidae	Fundulus	seminolis		endemic	Seminole killifish	North America
Fundulidae	Fundulus	stellifer		endemic	Southern studfish	North America
Fundulidae	Fundulus	waccamensis		endemic	Waccamaw killifish	North America
Fundulidae	Fundulus	xenicus		native	Diamond killifish	North America
Fundulidae	Fundulus	zebrinus		native	Plains killifish	North America
Fundulidae	Leptolucania	ommata		endemic	Pygmy killifish	North America
Fundulidae	Lucania	goodei		endemic	Bluefin killifish	North America
Fundulidae	Lucania	interioris				North America
Fundulidae	Lucania	parva		native	Rainwater killifish	North America
Gadidae	Lota	lota	maculosa			North America
Gadidae	Lota	lota				North America
Gadidae	Microgadus	tomcod		native	Atlantic tomcod	North America
Gasterosteidae	Apeltes	quadracus		native	Fourspine stickleback	North America
Gasterosteidae	Culaea	inconstans		native	Brook stickleback	North America
Gasterosteidae	Gasterosteus	aculeatus	williamsoni			North America
Gasterosteidae	Gasterosteus	aculeatus		native	Three-spined stickleback	North America
Gasterosteidae	Pungitius	pungitius		native	Ninespine stickleback	North America
Gerreidae	Eucinostomus	argenteus		native	Silver mojarra	North America
Gerreidae	Eugerres	plumieri		native	Striped mojarra	North America
Gobiesocidae	Gobiesox	fluviatilis				North America
Gobiesocidae	Gobiesox	juniperoserrai				North America
Gobiesocidae	Gobiesox	mexicanus				North America
Gobiidae	Acanthogobius	flavimanus		introduced	Yellowfin goby	North America
Gobiidae	Awaous	banana		native	River goby	North America
Gobiidae	Ctenogobius	pseudofasciatus		native	Slashcheek goby	North America
Gobiidae	Ctenogobius	shufeldti		native	American freshwater goby	North America
Gobiidae	Eucyclogobius	newberryi				North America
Gobiidae	Gobionellus	oceanicus		native	Highfin goby	North America
Gobiidae	Microgobius	gulosus		native	Clown goby	North America
Gobiidae	Neogobius	melanostomus		introduced	Round goby	North America
Gobiidae	Proterorhinus	marmoratus		introduced	Tubenose goby	North America
Gobiidae	Rhinogobius	brunneus		introduced	Amur goby	North America
Gobiidae	Tridentiger	trigonocephalus		introduced	Chameleon goby	North America
Goodeidae	Allotoca	diazi				North America
Goodeidae	Allotoca	dugesii				North America
Goodeidae	Ameca	splendens				North America
Goodeidae	Ataeniobius	toweri				North America
Goodeidae	Characodon	audax				North America
Goodeidae	Characodon	garmani				North America
Goodeidae	Characodon	lateralis				North America
Goodeidae	Crenichthys	baileyi	albivallis			North America
Goodeidae	Crenichthys	baileyi	baileyi			North America
Goodeidae	Crenichthys	baileyi	grandis			North America
Goodeidae	Crenichthys	baileyi	thermophilus			North America
Goodeidae	Crenichthys	baileyi		endemic	White River springfish	North America
Goodeidae	Crenichthys	nevadae		endemic	Railroad Valley springfish	North America
Goodeidae	Empetrichthys	latos	concavus			North America
Goodeidae	Empetrichthys	latos	latos			North America
Goodeidae	Empetrichthys	latos	pahrump			North America
Goodeidae	Empetrichthys	latos		endemic	Pahrump poolfish	North America
Goodeidae	Empetrichthys	merriami				North America
Goodeidae	Girardinichthys	viviparus				North America
Goodeidae	Hubbsina	turneri				North America
Goodeidae	Skiffia	bilineata				North America
Goodeidae	Skiffia	francesae				North America
Goodeidae	Skiffia	lermae				North America
Goodeidae	Xenophorus	captivus				North America
Goodeidae	Zoogoneticus	purhepechus				North America
Goodeidae	Zoogoneticus	quitzeoensis				North America
Goodeidae	Zoogoneticus	tequila				North America
Hemiramphidae	Hyporhamphus	meeki		native	American halfbeak	North America
Heptapteridae	Rhamdia	guatemalensis				North America
Hiodontidae	Hiodon	alosoides		native	Goldeye	North America
Hiodontidae	Hiodon	tergisus		native	Mooneye	North America
Ictaluridae	Ameiurus	brunneus		endemic	Snail bullhead	North America
Ictaluridae	Ameiurus	catus		native	White catfish	North America
Ictaluridae	Ameiurus	melas		native	Black bullhead	North America
Ictaluridae	Ameiurus	natalis		native	Yellow bullhead	North America
Ictaluridae	Ameiurus	nebulosus		native	Brown bullhead	North America
Ictaluridae	Ameiurus	platycephalus		endemic	Flat bullhead	North America
Ictaluridae	Ameiurus	serracanthus		endemic	Spotted bullhead	North America
Ictaluridae	Ictalurus	australis				North America
Ictaluridae	Ictalurus	dugesii				North America
Ictaluridae	Ictalurus	furcatus		native	Blue catfish	North America
Ictaluridae	Ictalurus	lupus		native	Headwater catfish	North America
Ictaluridae	Ictalurus	mexicanus				North America
Ictaluridae	Ictalurus	pricei		native	Yaqui catfish	North America
Ictaluridae	Ictalurus	punctatus		native	Channel catfish	North America
Ictaluridae	Noturus	albater		endemic	Ozark madtom	North America
Ictaluridae	Noturus	baileyi		endemic	Smoky madtom	North America
Ictaluridae	Noturus	crypticus		native	Chucky madtom	North America
Ictaluridae	Noturus	elegans		endemic	Elegant madtom	North America
Ictaluridae	Noturus	eleutherus		endemic	Mountain madtom	North America
Ictaluridae	Noturus	exilis		endemic	Slender madtom	North America
Ictaluridae	Noturus	fasciatus		native	Saddled madtom	North America
Ictaluridae	Noturus	flavater		endemic	Checkered madtom	North America
Ictaluridae	Noturus	flavipinnis		endemic	Yellowfin madtom	North America
Ictaluridae	Noturus	flavus		native	Stonecat	North America
Ictaluridae	Noturus	funebris		endemic	Black madtom	North America
Ictaluridae	Noturus	furiosus		endemic	Carolina madtom	North America
Ictaluridae	Noturus	gilberti		endemic	Orangefin madtom	North America
Ictaluridae	Noturus	gladiator		native	Piebald madtom	North America
Ictaluridae	Noturus	gyrinus		native	Tadpole madtom	North America
Ictaluridae	Noturus	hildebrandi		endemic	Least madtom	North America
Ictaluridae	Noturus	insignis		native	Margined madtom	North America
Ictaluridae	Noturus	lachneri		endemic	Ouachita madtom	North America
Ictaluridae	Noturus	leptacanthus		endemic	Speckled madtom	North America
Ictaluridae	Noturus	maydeni		endemic	Black River madtom	North America
Ictaluridae	Noturus	miurus		native	Brindled madtom	North America
Ictaluridae	Noturus	munitus		endemic	Frecklebelly madtom	North America
Ictaluridae	Noturus	nocturnus		endemic	Freckled madtom	North America
Ictaluridae	Noturus	phaeus		endemic	Brown madtom	North America
Ictaluridae	Noturus	placidus		endemic	Neosho madtom	North America
Ictaluridae	Noturus	stanauli		endemic	Pygmy madtom	North America
Ictaluridae	Noturus	stigmosus		endemic	Northern madtom	North America
Ictaluridae	Noturus	taylori		endemic	Caddo madtom	North America
Ictaluridae	Noturus	trautmani		endemic	Scioto madtom	North America
Ictaluridae	Prietella	lundbergi				North America
Ictaluridae	Prietella	phreatophila				North America
Ictaluridae	Pylodictis	olivaris		native	Flathead catfish	North America
Ictaluridae	Satan	eurystomus		endemic	Widemouth blindcat	North America
Ictaluridae	Trogloglanis	pattersoni		endemic	Toothless blindcat	North America
Lepisosteidae	Atractosteus	spatula		native	Alligator gar	North America
Lepisosteidae	Lepisosteus	oculatus		native	Spotted gar	North America
Lepisosteidae	Lepisosteus	osseus		native	Longnose gar	North America
Lepisosteidae	Lepisosteus	platostomus		native	Shortnose gar	North America
Lepisosteidae	Lepisosteus	platyrhincus		native	Florida gar	North America
Loricariidae	Hypostomus	plecostomus		introduced	Suckermouth catfish	North America
Loricariidae	Pterygoplichthys	anisitsi		introduced	Snow pleco	North America
Loricariidae	Pterygoplichthys	disjunctivus		introduced	Vermiculated sailfin catfish	North America
Loricariidae	Pterygoplichthys	multiradiatus		introduced	Orinoco sailfin catfish	North America
Lotidae	Lota	lota		native	Burbot	North America
Megalopidae	Megalops	atlanticus		native	Tarpon	North America
Moronidae	Morone	americana		native	White perch	North America
Moronidae	Morone	chrysops		native	White bass	North America
Moronidae	Morone	mississippiensis		endemic	Yellow bass	North America
Moronidae	Morone	saxatilis		native	Striped bass	North America
Mugilidae	Agonostomus	monticola		native	Mountain mullet	North America
Mugilidae	Mugil	cephalus		native	Flathead grey mullet	North America
Mugilidae	Mugil	curema		native	White mullet	North America
Mugilidae	Mugil	liza		native	Lebranche mullet	North America
Notopteridae	Chitala	ornata				North America
Osmeridae	Hypomesus	nipponensis		introduced	Japanese smelt	North America
Osmeridae	Hypomesus	transpacificus		native	Delta smelt	North America
Osmeridae	Osmerus	dentex		native	Pacific rainbow smelt	North America
Osmeridae	Osmerus	mordax	mordax			North America
Osmeridae	Osmerus	mordax		native	Rainbow smelt	North America
Osmeridae	Osmerus	spectrum		native	Pigmy smelt	North America
Osmeridae	Spirinchus	thaleichthys		native	Longfin smelt	North America
Osmeridae	Thaleichthys	pacificus		native	Eulachon	North America
Osphronemidae	Trichogaster	fasciata		introduced	Banded gourami	North America
Osphronemidae	Trichogaster	lalius		introduced	Dwarf gourami	North America
Osphronemidae	Trichopsis	vittata		introduced	Croaking gourami	North America
Percidae	Ammocrypta	beanii		endemic	Naked sand darter	North America
Percidae	Ammocrypta	bifascia		endemic	Florida sand darter	North America
Percidae	Ammocrypta	clara		endemic	Western sand darter	North America
Percidae	Ammocrypta	meridiana		endemic	Southern sand darter	North America
Percidae	Ammocrypta	pellucida		native	Eastern sand darter	North America
Percidae	Ammocrypta	vivax		endemic	Scaly sand darter	North America
Percidae	Ammoctypta	beani				North America
Percidae	Crystallaria	asprella		endemic	Crystal darter	North America
Percidae	Crystallaria	cincotta		native	Diamond darter	North America
Percidae	Etheostoma	acuticeps		endemic	Sharphead darter	North America
Percidae	Etheostoma	akatulo		native	Bluemask darter	North America
Percidae	Etheostoma	aquali				North America
Percidae	Etheostoma	artesiae		native	Redspot darter	North America
Percidae	Etheostoma	asprigene		endemic	Mud darter	North America
Percidae	Etheostoma	atripinne		endemic	Cumberland snubnose darter	North America
Percidae	Etheostoma	australe				North America
Percidae	Etheostoma	autumnale		native	Autumn darter	North America
Percidae	Etheostoma	baileyi		endemic	Emerald darter	North America
Percidae	Etheostoma	barbouri		endemic	Teardrop darter	North America
Percidae	Etheostoma	barrenense		endemic	Splendid darter	North America
Percidae	Etheostoma	barrenensis				North America
Percidae	Etheostoma	basilare		native	Corrugated darter	North America
Percidae	Etheostoma	bellator		native	Warrior darter	North America
Percidae	Etheostoma	bellum		endemic	Orangefin darter	North America
Percidae	Etheostoma	bison		native	Buffalo darter	North America
Percidae	Etheostoma	blennioides	newmanii			North America
Percidae	Etheostoma	blennioides	pholidotum			North America
Percidae	Etheostoma	blennioides		native	Greenside darter	North America
Percidae	Etheostoma	blennius		endemic	Blenny darter	North America
Percidae	Etheostoma	boschungi		endemic	Slackwater darter	North America
Percidae	Etheostoma	brevirostrum		native	Holiday darter	North America
Percidae	Etheostoma	brevispinum		native	Carolina fantail darter	North America
Percidae	Etheostoma	burri		endemic	Brook Darter	North America
Percidae	Etheostoma	caeruleum		native	Rainbow darter	North America
Percidae	Etheostoma	camurum		endemic	Bluebreast darter	North America
Percidae	Etheostoma	cervus		native	Chickasaw darter	North America
Percidae	Etheostoma	chermocki		native	Vermilion darter	North America
Percidae	Etheostoma	chienense		native	Relict darter	North America
Percidae	Etheostoma	chlorobranchium		endemic	Greenfin darter	North America
Percidae	Etheostoma	chlorosoma				North America
Percidae	Etheostoma	chlorosomum		endemic	Bluntnose darter	North America
Percidae	Etheostoma	chuckwachatte		native	Lipstick darter	North America
Percidae	Etheostoma	cinereum		endemic	Ashy darter	North America
Percidae	Etheostoma	clinton		native	Beaded darter	North America
Percidae	Etheostoma	collettei		endemic	Creole darter	North America
Percidae	Etheostoma	collis		endemic	Carolina darter	North America
Percidae	Etheostoma	colorosum		native	Coastal darter	North America
Percidae	Etheostoma	coosae		endemic	Coosa darter	North America
